date,sales
2013-04-24,3767.193
2013-04-25,4178.264
2013-04-26,3705.7960000000003
2013-04-27,5458.45
2013-04-28,5436.068
2013-04-29,5419.091998
2013-04-30,5286.697001
2013-05-01,5488.6449999999995
2013-05-02,5030.534000000001
2013-05-03,4765.1320000000005
2013-05-04,6804.385004
2013-05-05,8030.001
2013-05-06,6326.616
2013-05-07,5061.526006000001
2013-05-08,4340.464001
2013-05-09,4132.360001
2013-05-10,4138.874
2013-05-11,6674.241996000001
2013-05-12,5600.392
2013-05-13,6739.97
2013-05-14,4705.529
2013-05-15,4697.88
2013-05-16,4091.2599999999998
2013-05-17,3769.9190000000003
2013-05-18,7124.7899959999995
2013-05-19,7185.464
2013-05-20,6261.87
2013-05-21,5161.9039999999995
2013-05-22,3720.646
2013-05-23,3712.929
2013-05-24,4470.356
2013-05-25,6078.148000000001
2013-05-26,6548.2669909999995
2013-05-27,5772.137000000001
2013-05-28,4929.869
2013-05-29,4176.352000000001
2013-05-30,4829.911996000001
2013-05-31,4104.834998
2013-06-01,8147.094
2013-06-02,8858.712
2013-06-03,6449.636996
2013-06-04,5645.888999999999
2013-06-05,5308.852
2013-06-06,4670.697999999999
2013-06-07,4021.977
2013-06-08,7125.156
2013-06-09,7463.121
2013-06-10,6317.4130000000005
2013-06-11,4545.835996999999
2013-06-12,3811.888
2013-06-13,4104.192
2013-06-14,4222.14
2013-06-15,7368.523
2013-06-16,5783.0650000000005
2013-06-17,6262.007
2013-06-18,4820.32599
2013-06-19,4401.051
2013-06-20,4066.8250000000003
2013-06-21,3831.126
2013-06-22,5929.874
2013-06-23,6454.8550000000005
2013-06-24,5826.353
2013-06-25,4841.895998
2013-06-26,4299.530999999999
2013-06-27,3935.735
2013-06-28,4766.291998999999
2013-06-29,8033.023998
2013-06-30,8004.781000000001
2013-07-01,7034.848996
2013-07-02,5860.808000000001
2013-07-03,4712.515
2013-07-04,4348.5669960000005
2013-07-05,4544.977999999999
2013-07-06,7119.150000000001
2013-07-07,7932.929
2013-07-08,6341.009
2013-07-09,4994.656
2013-07-10,4551.496999999999
2013-07-11,4588.208
2013-07-12,3642.4709999999995
2013-07-13,6452.755
2013-07-14,6935.089
2013-07-15,5792.508000000001
2013-07-16,5825.939
2013-07-17,4520.573
2013-07-18,3791.7680005
2013-07-19,4804.407
2013-07-20,7311.762
2013-07-21,6953.679
2013-07-22,6566.340999999999
2013-07-23,5085.581004
2013-07-24,4300.185
2013-07-25,4508.859
2013-07-26,4444.5419999999995
2013-07-27,6069.419
2013-07-28,6852.991
2013-07-29,6172.951005000001
2013-07-30,5038.2919999999995
2013-07-31,5156.84
2013-08-01,5658.052
2013-08-02,5442.022999
2013-08-03,8073.507
2013-08-04,7843.212995000001
2013-08-05,7702.079998999999
2013-08-06,6202.064004
2013-08-07,5173.957002
2013-08-08,5462.8799930000005
2013-08-09,4915.234
2013-08-10,6985.6380039999995
2013-08-11,7336.680002000001
2013-08-12,7219.106
2013-08-13,5774.79
2013-08-14,4383.006
2013-08-15,4776.645
2013-08-16,4729.49
2013-08-17,8059.143999999999
2013-08-18,8198.251005
2013-08-19,6987.965996
2013-08-20,6695.504
2013-08-21,5064.303
2013-08-22,6074.344
2013-08-23,4207.454000000001
2013-08-24,6740.807004
2013-08-25,6438.511996
2013-08-26,6424.947999999999
2013-08-27,5663.576
2013-08-28,4279.146000000001
2013-08-29,4719.426
2013-08-30,4645.378
2013-08-31,8139.422999999999
2013-09-01,8053.129999999999
2013-09-02,7730.421
2013-09-03,6325.838
2013-09-04,4560.293
2013-09-05,5125.095
2013-09-06,4197.102
2013-09-07,7839.733
2013-09-08,6514.951999999999
2013-09-09,6309.663
2013-09-10,5316.805
2013-09-11,4357.228
2013-09-12,4359.502002
2013-09-13,3953.5769999999998
2013-09-14,6684.760004
2013-09-15,7130.220999000001
2013-09-16,6620.723
2013-09-17,5509.209999999999
2013-09-18,4573.456999999999
2013-09-19,4445.761
2013-09-20,4677.560002
2013-09-21,6023.961
2013-09-22,5773.604
2013-09-23,5719.816000000001
2013-09-24,4672.217000000001
2013-09-25,4415.074002
2013-09-26,4154.236
2013-09-27,4525.557000000001
2013-09-28,6325.814
2013-09-29,6219.156
2013-09-30,5918.782000999999
2013-10-01,7317.2760100000005
2013-10-02,4997.34
2013-10-03,4869.231999999999
2013-10-04,5014.772
2013-10-05,6805.431
2013-10-06,5720.16
2013-10-07,6273.073004
2013-10-08,5224.818
2013-10-09,4095.841
2013-10-10,4890.010005
2013-10-11,3979.244
2013-10-12,6119.307005000001
2013-10-13,6379.143
2013-10-14,6064.457
2013-10-15,5799.164
2013-10-16,5300.760996
2013-10-17,4624.284999
2013-10-18,4688.971
2013-10-19,6509.42
2013-10-20,7279.818004
2013-10-21,6018.241
2013-10-22,4559.008
2013-10-23,4168.91
2013-10-24,3987.1679990000002
2013-10-25,4177.319
2013-10-26,7363.909
2013-10-27,7298.284000000001
2013-10-28,6002.729001
2013-10-29,5417.660000000001
2013-10-30,4861.5740000000005
2013-10-31,5048.194
2013-11-01,6212.456
2013-11-02,7204.928999999999
2013-11-03,7551.897999999999
2013-11-04,6902.5599999999995
2013-11-05,6819.886
2013-11-06,5323.963000000001
2013-11-07,4895.311000000001
2013-11-08,4431.661
2013-11-09,7794.561
2013-11-10,6484.693
2013-11-11,6863.048999999999
2013-11-12,5897.6630000000005
2013-11-13,4707.904
2013-11-14,4512.930996
2013-11-15,4471.390999
2013-11-16,7820.972000000001
2013-11-17,7355.0
2013-11-18,6652.531
2013-11-19,5372.784000000001
2013-11-20,5027.08
2013-11-21,4424.761996
2013-11-22,4730.7909979999995
2013-11-23,7407.081996000001
2013-11-24,6926.403993999999
2013-11-25,5926.188
2013-11-26,5240.687
2013-11-27,5080.977999999999
2013-11-28,4784.307999000001
2013-11-29,5552.745
2013-11-30,8607.282
2013-12-01,8102.91
2013-12-02,8278.193
2013-12-03,6732.393999000001
2013-12-04,5511.711
2013-12-05,5445.082
2013-12-06,4682.048
2013-12-07,7211.71699
2013-12-08,7928.158
2013-12-09,7210.111
2013-12-10,5821.815
2013-12-11,7020.130002
2013-12-12,7623.385005
2013-12-13,6935.374999999999
2013-12-14,8555.002
2013-12-15,8937.437995
2013-12-16,8135.612
2013-12-17,9021.31699
2013-12-18,8001.121999999999
2013-12-19,7472.46301
2013-12-20,7509.401000000001
2013-12-21,8517.117
2013-12-22,8333.689
2013-12-23,11885.394000000002
2013-12-24,9515.166
2013-12-26,6028.898999999999
2013-12-27,6715.147
2013-12-28,7595.53099
2013-12-29,6303.651
2013-12-30,9674.860004000002
2013-12-31,7545.54399
2014-01-01,12256.61019
2014-01-02,12256.61019
2014-01-03,10319.689000999999
2014-01-04,12009.82
2014-01-05,11280.065999999999
2014-01-06,12067.154
2014-01-07,10221.9355
2014-01-08,8408.572003
2014-01-09,8021.2958
2014-01-10,6704.042995
2014-01-11,12706.871
2014-01-12,10548.42799
2014-01-13,9809.856
2014-01-14,9475.6749
2014-01-15,8432.398000000001
2014-01-16,8947.945
2014-01-17,7505.197
2014-01-18,11861.970999999998
2014-01-19,11379.455
2014-01-20,10881.382010000001
2014-01-21,10078.6329
2014-01-22,8284.616998
2014-01-23,7807.4158
2014-01-24,7151.754996000001
2014-01-25,10946.811000000002
2014-01-26,10488.329001000002
2014-01-27,11890.496
2014-01-28,9926.1077
2014-01-29,7278.662001999999
2014-01-30,7905.347100000001
2014-01-31,8105.776
2014-02-01,10983.688
2014-02-02,9827.981997
2014-02-03,9089.313
2014-02-04,7649.231
2014-02-05,7005.716
2014-02-06,6290.542299999999
2014-02-07,5522.552001
2014-02-08,8452.771
2014-02-09,7876.842
2014-02-10,7183.902999999999
2014-02-11,7234.256
2014-02-12,5700.954000000001
2014-02-13,6083.5529
2014-02-14,5270.679
2014-02-15,8822.457999999999
2014-02-16,8415.611
2014-02-17,8403.563
2014-02-18,6708.058000000001
2014-02-19,6660.1759999999995
2014-02-20,6171.564311
2014-02-21,7106.792
2014-02-22,8880.547999999999
2014-02-23,6746.718
2014-02-24,7514.847000000001
2014-02-25,6058.396
2014-02-26,4798.432997
2014-02-27,6002.084200000001
2014-02-28,6312.869
2014-03-01,14331.563999999998
2014-03-02,9797.146
2014-03-03,6149.398999999999
2014-03-04,4677.5819
2014-03-05,12876.774000000001
2014-03-06,11276.099699999999
2014-03-07,9371.008000000002
2014-03-08,11467.004
2014-03-09,12560.008
2014-03-10,11790.502
2014-03-11,10027.756505000001
2014-03-12,7523.333
2014-03-13,8927.9708
2014-03-14,8501.963
2014-03-15,11890.962000000001
2014-03-16,11194.092
2014-03-17,11739.595
2014-03-18,11149.8509
2014-03-19,8258.305004
2014-03-20,9321.9898
2014-03-21,9094.37
2014-03-22,10766.641000000001
2014-03-23,10664.514000000001
2014-03-24,11894.01701
2014-03-25,9799.6161
2014-03-26,9145.653
2014-03-27,8691.5453
2014-03-28,8558.064
2014-03-29,12653.046
2014-03-30,12078.187999999998
2014-03-31,12403.836000000001
2014-04-01,7840.48201
2014-04-02,7068.427
2014-04-03,6967.7363
2014-04-04,7175.3279999999995
2014-04-05,8545.965999999999
2014-04-06,7654.36
2014-04-07,8335.562
2014-04-08,7259.246996
2014-04-09,5616.915999999999
2014-04-10,5654.842000000001
2014-04-11,6073.996
2014-04-12,7580.719
2014-04-13,6425.517005000001
2014-04-14,7545.839
2014-04-15,7407.7639899999995
2014-04-16,6246.582
2014-04-17,6720.238600000001
2014-04-18,3756.417
2014-04-19,8774.801000000001
2014-04-20,6647.61
2014-04-21,7711.723
2014-04-22,6502.417
2014-04-23,5409.9929999999995
2014-04-24,5574.7426000000005
2014-04-25,6361.082
2014-04-26,8207.195
2014-04-27,7408.15899
2014-04-28,7905.255000000001
2014-04-29,6444.634
2014-04-30,6095.912
2014-05-01,7523.2608
2014-05-02,8235.257
2014-05-03,9360.893
2014-05-04,10075.16401
2014-05-05,8911.426
2014-05-06,7685.6
2014-05-07,6838.311
2014-05-08,6042.030400000001
2014-05-09,6219.074008
2014-05-10,9414.404989999999
2014-05-11,7632.82899
2014-05-12,8709.064999999999
2014-05-13,6926.727
2014-05-14,5680.559
2014-05-15,6208.410696000001
2014-05-16,5891.792
2014-05-17,9890.387999999999
2014-05-18,10733.216999999999
2014-05-19,7828.83
2014-05-20,8194.076000000001
2014-05-21,6170.156999999999
2014-05-22,5838.826
2014-05-23,6157.6140000000005
2014-05-24,9153.582994
2014-05-25,9980.85101
2014-05-26,8189.637989999999
2014-05-27,7179.319
2014-05-28,5926.2869980000005
2014-05-29,6824.296999999999
2014-05-30,5820.334
2014-05-31,11726.001
2014-06-01,11071.483
2014-06-02,9841.662
2014-06-03,8774.517
2014-06-04,7402.865
2014-06-05,6581.985000000001
2014-06-06,6842.691000000001
2014-06-07,10406.684
2014-06-08,9175.624
2014-06-09,8471.75
2014-06-10,7516.199
2014-06-11,5541.1939999999995
2014-06-12,5727.15899
2014-06-13,5289.1810000000005
2014-06-14,9897.333990000001
2014-06-15,7518.581
2014-06-16,10163.722
2014-06-17,7688.0189980000005
2014-06-18,6723.851
2014-06-19,5862.580001
2014-06-20,5485.648999999999
2014-06-21,9620.303
2014-06-22,8767.389
2014-06-23,7861.7239899999995
2014-06-24,6606.893
2014-06-25,5121.9439999999995
2014-06-26,5937.73
2014-06-27,5698.692000000001
2014-06-28,9320.024000000001
2014-06-29,9274.063
2014-06-30,9027.642
2014-07-01,15715.876
2014-07-02,12610.037
2014-07-03,10699.458999999999
2014-07-04,9198.551
2014-07-05,14179.041000000001
2014-07-06,14266.526999999998
2014-07-07,12287.006
2014-07-08,12500.07601
2014-07-09,8186.048
2014-07-10,8411.409
2014-07-11,8174.880999999999
2014-07-12,12402.006000000001
2014-07-13,12366.93
2014-07-14,12276.539996
2014-07-15,12762.169
2014-07-16,9951.394
2014-07-17,9614.956
2014-07-18,8314.051996
2014-07-19,13522.85901
2014-07-20,15252.832999999999
2014-07-21,12350.273
2014-07-22,11155.184000000001
2014-07-23,8059.123
2014-07-24,8017.758999999999
2014-07-25,7898.699999999999
2014-07-26,12160.127000000002
2014-07-27,13144.319
2014-07-28,11893.36191
2014-07-29,11154.279005
2014-07-30,8270.941996
2014-07-31,10279.868
2014-08-01,8029.767
2014-08-02,11440.084
2014-08-03,11362.900000000001
2014-08-04,9520.084
2014-08-05,7791.419000000001
2014-08-06,7594.294
2014-08-07,6547.201
2014-08-08,6073.241
2014-08-09,8762.271
2014-08-10,9562.999
2014-08-11,9098.462995
2014-08-12,7737.284
2014-08-13,6131.119000000001
2014-08-14,6405.932000000001
2014-08-15,6581.543000000001
2014-08-16,9108.581
2014-08-17,9488.633000000002
2014-08-18,8712.918
2014-08-19,8543.103000000001
2014-08-20,6769.1050000000005
2014-08-21,6055.17699
2014-08-22,6483.889
2014-08-23,8728.908
2014-08-24,9883.531
2014-08-25,8594.743
2014-08-26,7184.227
2014-08-27,6515.732
2014-08-28,5299.838
2014-08-29,6246.176001
2014-08-30,10925.36101
2014-08-31,9798.900000000001
2014-09-01,15864.878998
2014-09-02,14153.153989999999
2014-09-03,10644.46
2014-09-04,10970.831
2014-09-05,9821.454
2014-09-06,14726.122
2014-09-07,14747.158
2014-09-08,12722.096001
2014-09-09,10966.187999999998
2014-09-10,8580.828
2014-09-11,8218.970000000001
2014-09-12,8240.642
2014-09-13,12884.340011999999
2014-09-14,13958.101
2014-09-15,12187.561
2014-09-16,12169.789
2014-09-17,9041.034002
2014-09-18,9562.26299
2014-09-19,12708.167989999998
2014-09-20,12937.09199
2014-09-21,13172.72501
2014-09-22,12238.856
2014-09-23,11452.575
2014-09-24,7921.954
2014-09-25,7526.002
2014-09-26,8339.015
2014-09-27,11878.08
2014-09-28,11510.3109
2014-09-29,10847.85003
2014-09-30,11642.670000000002
2014-10-01,12521.454014
2014-10-02,12385.064
2014-10-03,11229.933995
2014-10-04,12444.804000000002
2014-10-05,11282.252
2014-10-06,12561.010002
2014-10-07,10910.164009999999
2014-10-08,8282.915
2014-10-09,9252.121000000001
2014-10-10,7922.975
2014-10-11,11847.589000000002
2014-10-12,12304.939
2014-10-13,13586.957005
2014-10-14,11548.293999999998
2014-10-15,8845.482
2014-10-16,10516.948999999999
2014-10-17,8047.18901
2014-10-18,13620.380000000001
2014-10-19,14247.09799
2014-10-20,12584.692
2014-10-21,10708.194
2014-10-22,8197.492
2014-10-23,8921.396
2014-10-24,8763.57998
2014-10-25,12897.655999999999
2014-10-26,13164.82499
2014-10-27,11402.259996
2014-10-28,10675.697999999999
2014-10-29,8938.33
2014-10-30,7587.874
2014-10-31,9679.867001999999
2014-11-01,16747.039
2014-11-02,11180.665998
2014-11-03,14109.079989999998
2014-11-04,14078.2439
2014-11-05,10501.751
2014-11-06,10487.1
2014-11-07,8723.253
2014-11-08,14070.087
2014-11-09,14365.737
2014-11-10,12048.499
2014-11-11,11677.144
2014-11-12,8610.493999999999
2014-11-13,8857.529
2014-11-14,9552.848002
2014-11-15,12782.940990000001
2014-11-16,15960.068
2014-11-17,12685.345996
2014-11-18,10961.714
2014-11-19,8311.948
2014-11-20,9973.471
2014-11-21,9547.391000000001
2014-11-22,13836.647004
2014-11-23,13635.688
2014-11-24,12385.875999999998
2014-11-25,12101.392000000002
2014-11-26,8509.218
2014-11-27,8342.473999999998
2014-11-28,8950.982
2014-11-29,14583.82401
2014-11-30,15338.058990000001
2014-12-01,16059.464
2014-12-02,15139.670999999998
2014-12-03,10765.524996
2014-12-04,11160.373
2014-12-05,10153.103000000001
2014-12-06,13416.062999999998
2014-12-07,14027.1949
2014-12-08,12916.23299
2014-12-09,12367.315999999999
2014-12-10,10873.286
2014-12-11,10388.021
2014-12-12,10634.144
2014-12-13,14544.916996
2014-12-14,14577.355
2014-12-15,13756.658
2014-12-16,18579.582
2014-12-17,10828.916000000001
2014-12-18,15235.028
2014-12-19,13519.758000000002
2014-12-20,15258.646999999999
2014-12-21,14871.125000000002
2014-12-22,17344.297
2014-12-23,17400.955
2014-12-24,16158.927996
2014-12-26,13610.615
2014-12-27,12409.648010000003
2014-12-28,10749.889000000001
2014-12-29,12241.529999999999
2014-12-30,16739.804
2014-12-31,12681.921
2015-01-01,10118.921
2015-01-02,10118.921
2015-01-03,11685.68
2015-01-04,10118.194
2015-01-05,10907.723004
2015-01-06,9797.422
2015-01-07,7976.990999999999
2015-01-08,7166.571
2015-01-09,7636.380999999999
2015-01-10,10022.76499
2015-01-11,10482.468
2015-01-12,9213.266000000001
2015-01-13,8375.885
2015-01-14,7516.599999999999
2015-01-15,7625.04901
2015-01-16,7449.206
2015-01-17,11600.17
2015-01-18,10473.723999999998
2015-01-19,9590.40499
2015-01-20,8307.373
2015-01-21,7238.7609999999995
2015-01-22,7381.773999999999
2015-01-23,7293.16
2015-01-24,10827.273
2015-01-25,10072.251
2015-01-26,9476.216999999999
2015-01-27,8013.317
2015-01-28,6780.206
2015-01-29,6188.469
2015-01-30,7271.628000000001
2015-01-31,11886.215
2015-02-01,12813.288
2015-02-02,10950.565999999999
2015-02-03,10687.42
2015-02-04,8526.678
2015-02-05,8080.4349999999995
2015-02-06,7895.915
2015-02-07,11112.690999999999
2015-02-08,11216.692000000001
2015-02-09,9205.248000000001
2015-02-10,9869.573999999999
2015-02-11,7508.509996000001
2015-02-12,7616.463000000001
2015-02-13,9137.687005
2015-02-14,14629.288999999999
2015-02-15,7593.375
2015-02-16,5833.866996
2015-02-17,5616.170999999999
2015-02-18,11329.061
2015-02-19,9541.578
2015-02-20,9819.089000000002
2015-02-21,10514.642000000002
2015-02-22,11087.606
2015-02-23,9543.281
2015-02-24,8635.31
2015-02-25,6900.342004
2015-02-26,6954.085999999999
2015-02-27,8336.366
2015-02-28,11208.38502
2015-03-01,11918.768
2015-03-02,11938.402
2015-03-03,11516.785000000002
2015-03-04,8629.022
2015-03-05,8812.689
2015-03-06,7764.776
2015-03-07,11159.257
2015-03-08,8793.545
2015-03-09,9869.213000000002
2015-03-10,9102.495996000001
2015-03-11,7037.642
2015-03-12,7929.04
2015-03-13,8097.204
2015-03-14,10213.301000000001
2015-03-15,9853.01501
2015-03-16,10201.917000000001
2015-03-17,8323.712995
2015-03-18,7829.7090020000005
2015-03-19,7851.842000000001
2015-03-20,8672.913
2015-03-21,11132.822000000002
2015-03-22,9074.425998000002
2015-03-23,10598.337
2015-03-24,10563.314
2015-03-25,7374.089
2015-03-26,8240.169
2015-03-27,8282.543
2015-03-28,9941.484
2015-03-29,9511.056
2015-03-30,10009.989
2015-03-31,9666.958000000002
2015-04-01,10706.070996
2015-04-02,10000.724999999999
2015-04-03,6012.171
2015-04-04,10902.726
2015-04-05,9014.374999999998
2015-04-06,15046.205
2015-04-07,8542.52
2015-04-08,12258.072
2015-04-09,7917.31001
2015-04-10,9769.561
2015-04-11,9561.733
2015-04-12,9947.564
2015-04-13,9345.215
2015-04-14,10080.203000000001
2015-04-15,8661.613000000001
2015-04-16,8577.652
2015-04-17,8550.959
2015-04-18,10312.318
2015-04-19,11525.951
2015-04-20,10264.586
2015-04-21,8459.535
2015-04-22,9383.216
2015-04-23,7943.772006
2015-04-24,9358.310000000001
2015-04-25,10961.432999999999
2015-04-26,9741.945999999998
2015-04-27,9413.141
2015-04-28,8228.131
2015-04-29,6475.884999999999
2015-04-30,9208.355000000001
2015-05-01,9602.573
2015-05-02,13795.94599
2015-05-03,11664.936000000002
2015-05-04,11898.682
2015-05-05,10507.03
2015-05-06,9294.131
2015-05-07,9633.079994
2015-05-08,8634.426000000001
2015-05-09,12231.222000000002
2015-05-10,10295.025000000001
2015-05-11,11237.858999999999
2015-05-12,9689.53
2015-05-13,11931.925000000001
2015-05-14,11528.546
2015-05-15,8780.793
2015-05-16,14088.304
2015-05-17,15047.344000000001
2015-05-18,11206.918
2015-05-19,8995.107999999998
2015-05-20,9521.410999999998
2015-05-21,8922.261
2015-05-22,8772.470000000001
2015-05-23,13527.516000000001
2015-05-24,13385.50099
2015-05-25,11952.825004999999
2015-05-26,10644.745
2015-05-27,11992.545004
2015-05-28,10129.126
2015-05-29,12193.76101
2015-05-30,17308.557
2015-05-31,17247.019
2015-06-01,16458.983
2015-06-02,17380.005
2015-06-03,12200.238000000001
2015-06-04,13603.035
2015-06-05,11660.775999999998
2015-06-06,16955.615
2015-06-07,21837.244999999995
2015-06-08,16659.10999
2015-06-09,13317.424
2015-06-10,11044.778
2015-06-11,11876.597000000002
2015-06-12,12774.639000000001
2015-06-13,15257.243996
2015-06-14,15914.749
2015-06-15,13963.52999
2015-06-16,15653.654999999999
2015-06-17,10386.990999999998
2015-06-18,9481.106002
2015-06-19,11389.781030000002
2015-06-20,16612.33
2015-06-21,13700.101999999999
2015-06-22,14939.731
2015-06-23,13777.607
2015-06-24,11027.087
2015-06-25,11576.877
2015-06-26,9125.099
2015-06-27,15196.044000000002
2015-06-28,15768.99
2015-06-29,15823.156
2015-06-30,16326.418000000001
2015-07-01,17258.134000000002
2015-07-02,14902.644998
2015-07-03,12047.565
2015-07-04,18681.708
2015-07-05,15914.99
2015-07-06,15920.461000000001
2015-07-07,15540.207
2015-07-08,11616.809000000001
2015-07-09,11410.57
2015-07-10,11368.325
2015-07-11,15142.967999999997
2015-07-12,15895.494
2015-07-13,15266.282
2015-07-14,14418.333999999999
2015-07-15,11409.936
2015-07-16,11285.292
2015-07-17,11079.171
2015-07-18,15444.725
2015-07-19,15811.59
2015-07-20,15429.56001
2015-07-21,14220.231
2015-07-22,10961.960000000001
2015-07-23,10511.626999999999
2015-07-24,9661.633000000002
2015-07-25,17181.372
2015-07-26,17105.561
2015-07-27,14356.43
2015-07-28,13803.833999999999
2015-07-29,10354.986000000003
2015-07-30,11216.182999999999
2015-07-31,13115.98101
2015-08-01,21910.277
2015-08-02,19946.042999999998
2015-08-03,16561.184
2015-08-04,16029.812010000001
2015-08-05,12882.929999999998
2015-08-06,11939.893
2015-08-07,11271.017
2015-08-08,16003.872990000002
2015-08-09,12680.466
2015-08-10,14181.518
2015-08-11,14359.115
2015-08-12,12165.877
2015-08-13,9721.85
2015-08-14,11016.151995
2015-08-15,16668.61499
2015-08-16,16355.18099
2015-08-17,13856.605
2015-08-18,14199.971
2015-08-19,11745.226999999999
2015-08-20,12348.907
2015-08-21,10718.106
2015-08-22,14839.907000000001
2015-08-23,15701.996000000001
2015-08-24,15587.64
2015-08-25,13031.946000000002
2015-08-26,10952.071
2015-08-27,10010.705
2015-08-28,10522.168
2015-08-29,15741.783
2015-08-30,15678.191002000001
2015-08-31,17492.797998
2015-09-01,19783.417
2015-09-02,15274.509999999998
2015-09-03,15569.163
2015-09-04,12517.673999999999
2015-09-05,19276.432
2015-09-06,17028.138
2015-09-07,16439.014993999997
2015-09-08,14922.074
2015-09-09,13000.339
2015-09-10,10602.316012
2015-09-11,9274.173
2015-09-12,13416.914999999999
2015-09-13,13564.025
2015-09-14,12800.752
2015-09-15,13608.863
2015-09-16,12697.956
2015-09-17,10568.087000000001
2015-09-18,10884.815002
2015-09-19,14898.379
2015-09-20,12637.423999999999
2015-09-21,12696.650000000001
2015-09-22,14524.156
2015-09-23,10716.434000000001
2015-09-24,10501.266
2015-09-25,9859.322
2015-09-26,13181.72201
2015-09-27,12874.595999999998
2015-09-28,13566.171999999999
2015-09-29,12641.478
2015-09-30,11177.962
2015-10-01,14385.413980000001
2015-10-02,12612.528
2015-10-03,14749.893
2015-10-04,14912.197989999999
2015-10-05,15311.515000000001
2015-10-06,15156.118
2015-10-07,10766.922
2015-10-08,10027.595997999999
2015-10-09,9367.476999999999
2015-10-10,13096.442000000001
2015-10-11,13582.837
2015-10-12,13588.860999999999
2015-10-13,11807.374
2015-10-14,9143.127
2015-10-15,9047.139994
2015-10-16,10444.282
2015-10-17,14348.824990000001
2015-10-18,15391.691
2015-10-19,13476.783000000001
2015-10-20,12140.612000000001
2015-10-21,9993.395
2015-10-22,8689.696004
2015-10-23,9680.838004
2015-10-24,11356.27
2015-10-25,13820.966000000002
2015-10-26,12437.264
2015-10-27,10577.795000000002
2015-10-28,8432.626995999999
2015-10-29,8830.50499
2015-10-30,10600.932999999999
2015-10-31,14248.965000000002
2015-11-01,13594.015996
2015-11-02,9467.870995000001
2015-11-03,15318.552
2015-11-04,12675.607
2015-11-05,11987.149
2015-11-06,11676.544
2015-11-07,13409.458
2015-11-08,13432.780999999999
2015-11-09,14667.161999999998
2015-11-10,11993.2
2015-11-11,9215.40501
2015-11-12,9299.245
2015-11-13,9674.844
2015-11-14,12739.935
2015-11-15,14364.642
2015-11-16,13951.06
2015-11-17,11117.177996
2015-11-18,9962.088
2015-11-19,9078.791
2015-11-20,10645.030999999999
2015-11-21,12786.674
2015-11-22,13212.8
2015-11-23,13795.257000000001
2015-11-24,10789.741999999998
2015-11-25,8777.272001
2015-11-26,7490.5740000000005
2015-11-27,9865.455999999998
